赞成数,反对数,留言数,持续时长,问题描述
2,0,1,1,A3区白鹭郡小区移动手机信号极差
0,0,1,1,有没有A市到A8县方cun的公交车？
0,0,1,1,建议A市东二环晚报高架下桥段增加电子回拍监控
0,0,1,1,A2区A1区路快速通道改造施工噪音严重影响休息
0,0,1,1,咨询A市产假的相关政策
4,0,1,1,A市绿地海外滩二期没交房就有楼房沉降开裂的问题
0,0,1,1,投诉A市北辰中央公园C区物业经理收保护费
0,0,1,1,反映A5区洞井接到鸿运佳苑出行问题
0,0,1,1,A6区老政府篮球场旁宿舍餐厨垃圾无人清理
6,0,1,1,A7县特立东路公交站台亟需完善
0,0,1,1,请问非电力局的人能否在A市电力局的体育馆内打球？
0,0,1,1,A市后湖小区南区乐尔乐超市每天播放超市广告，能小点声吗？
0,0,1,1,请求硬化A8县市流沙河镇罘罳村石塘组夸乡公路，方便群众出行
0,0,1,1,A2区磨盘湾13号房子还没协调好就被拆了
4,0,1,1,参与A市地铁4号线建设的农民工未能拿到工资
6,0,2,136.0,希望尽快修建A市地铁1号线2期工程（汽车北站-彩霞路站）
4,0,1,1,A7县松雅湖星沙大道路段晚上大量摩的飙行
0,0,1,1,A市金侠开发区印子屋非法卸土区非法收益达几千万
0,0,1,1,A3区306路公交经过桐梓坡路嘉运路口不停车
4,0,1,1,A7县松雅湖畔小区的电梯无人检修
0,0,1,1,A市天润花园小区楼下凉菜店经营到很晚，很吵
0,0,1,1,A4区北辰三角洲E4区南门车库口牛聋子粉店噪音扰民
0,0,1,1,A市地铁6号线桐梓坡地铁站交叉口低频率噪音严重扰民
0,0,1,1,A3区含浦镇马路卫生很差
0,0,1,1,举报西地省诗珮贸易有限公司、A市德诚首饰行偷税漏税
4,0,2,122.0,反映A市金座雅居的一些问题
6,0,1,1,咨询A市地铁11号线相关问题
12,0,1,1,建议在A7县东八线往北至开慧镇路段增设加油站
0,0,1,1,A市城投集团选人用人随意导致巨额国资损失
0,0,1,1,反映A1区古汉路马王堆邮政宿舍三供一业改造工程的问题
0,0,1,1,A2区暮云街道西湖集资办下石岭塘组盗采砂矿屡禁不止
2,0,1,1,A7县黄兴大道大货车来往噪音很吵
0,4,1,1,西地省惠普利聚人投资有限公司涉嫌诈骗巨额资金
0,0,1,1,咨询A市第二套房购房资格的问题
0,0,1,1,西地省鑫华美好公路环境建设有限公司常年非法挂靠、围标
0,0,1,1,A市兴汝金城2期外墙大面积脱落，可千万别砸到人
0,0,1,1,A市潇楚南路由南往北右拐上相府路大桥红灯设置不合理
0,0,1,1,投诉A3区长郡梅溪湖中学附近工地扰民
0,0,1,1,A市麓山枫情小区四栋的房子岌岌可危
0,0,1,1,A6区北大培文学校后期如何规划？
0,0,1,1,A市二环南路与白龙大道上凌晨大货车太闹了
0,0,1,1,A7县北山镇明月山村村民请求改善住房条件
0,0,2,172.0,A市418线路经常20-30分钟不发车
0,0,1,1,投诉A市德睿国际英语拖延退款
4,0,2,5.0,A7县宁华路靠望仙路岔路口200米路灯不亮
2,0,1,1,西地省都市频道各种药品广告满屏幕飞
0,0,1,1,A7县家和院小区存在火灾隐患
0,0,1,1,请A5区砂子塘东澜湾小学落实减负政策
0,0,1,1,A1区马坡岭街道新安小区门面老板放养狗伤人后谁能管？
0,0,1,1,朱某涉嫌欺诈A市爱甚面膜运营中心
0,0,1,1,关于A市华畋（精选）酒店隐瞒小区居民违规开设医疗体检中心问题的举报
6,0,1,1,A7县山水湾小区的水质极差，流出来的都是黄泥水
0,0,1,1,A市高新区麓谷新长海中心施工扰民至今
0,0,1,1,A5区同升街道同超物流园内东南角钢结构房屋堵塞消防通道
2,2,2,1,A市四方坪双拥路口先福安置小区门面经营汽车钣喷业务，油漆气味很重
2,2,1,1,盼A市交警出警能及时赶到现场
6,0,1,1,反映A7县时代星城小区乱象
0,0,1,1,A市广电金鹰九M14县规通知业主收房
0,0,1,1,A市民交契税4年后为什么不能买第二套？
2,0,1,1,A市骏宝巴士公交车逆行发生事故，请交警公正处理划分责任
0,0,1,1,A3区麓云路车辆违停现象严重
0,0,1,1,A1区雍景园小区内的麻将馆严重扰民
2,0,2,145.0,A市地铁1号线北延线还建吗
0,0,1,1,咨询A市幼儿园在筹设期间能否招生办学？
0,2,1,1,A7县楚龙街道龙塘安置区内有多个不正规“洗脚按摩场所”
4,0,1,1,举报A7县福临镇古华山村民涉嫌伪造公章，套取国家资金
0,0,1,1,能不能修一下A4区政府机关大院的篮球场嘞
0,0,1,1,建议在A3区学士街道主次干道设置夜间停车位
2,0,1,1,A7县康桥长郡二栋楼下烧烤店油烟污染、噪音扰民
0,0,1,1,A2区云天科技公司以挖断道路的形式来逼我们搬家
0,0,1,1,A6区盛腾雅苑安置小区为何交房遥遥无期
0,0,1,1,A市师范学院附属经开区幼儿园建设项目夜间施工严重扰民！
0,0,2,15.0,B市到A市什么时候开通地铁，是否有该规划？
0,0,1,1,恳请A1区政府将“永利金猪”犯罪嫌疑人捉拿归案
0,0,1,1,A7县楚龙小学边有人用开士多店的营业执照开游戏机娱乐中心
0,0,2,1,A7县春华镇武塘村坝湾组入户路路边的树木杂草长到路上影响通行
2,0,1,1,A7县黄兴镇居民的妻子是否享受拆迁待遇？
0,0,1,1,A2区麻园塘公交站附近凌晨有渣土车运行还伴随着鸣笛，噪音很大
0,0,1,1,西地省荣军医院欠缴职工养老保险
0,0,1,1,A市蝴蝶谷小区菜棚建设合规吗
0,0,1,1,A7县开元路深业睿城施工噪音太大
0,0,1,1,业主被A市德勤思写字楼开发商欺骗
2,0,1,1,A市亚洲湖村健康大道“不健康”
0,0,1,1,A5区香樟路德馨园小区一麻将馆长期营业至深夜1-2点
0,0,1,1,咨询A市车辆牌照更换问题
0,0,1,1,投诉A市印印中务有限公司生产环保不达标
0,0,1,1,希望A市有关部门能早日解决晚报北街路灯失明问题
0,0,1,1,A市为什么不能分级诊疗？
0,0,2,87.0,在省中医附一医院治疗皮肤好坑
2,0,1,1,A3区咸嘉湖街道中央美郡5栋顶层违建
0,0,1,1,A7县榔梨街道陶公庙社区老街上没有信号，居民生活不方便
4,0,1,1,A7县小塘路紫云阁丰润生活超市门口两个音响声音超级大
0,0,1,1,咨询西地省“电动摩托车”新规上牌和考证的问题
0,0,1,1,A6区漫时光酒店无证经营扰民
0,0,1,1,A市含光路、金星路交界口红绿灯时间设置不合理
0,0,1,1,建议在A7县城区路口渠化岛设置遮阳遮雨棚
0,0,2,187.0,A3区莲花镇龙台村采石场违规复工
0,0,1,1,A市星沙东一路与棠坡路广泰家园夜宵店扰民
0,0,1,1,A1区佳兆业时代广场排水偷工减料
0,0,1,1,A市万家丽马王汽堆配城地铁5号线晚上11点以后还在施工
0,0,1,1,外地来A市打工的农民工受工伤，待遇怎么落实？
0,0,1,1,咨询西地省农产品运输走高速免费的问题
0,0,1,1,A7县泉塘小区居民一直受环境和卫生的困扰
2,0,1,1,A7县松雅湖生态管理亟待科学化
2,0,2,1.0,A7县楚龙兆远二手车行欺骗消费者，态度恶劣
0,0,1,1,反映A4区海洋半岛小区后面的非机动车隔离护栏问题
0,0,2,88.0,A7县高桥镇百录村柏树组修路收取农民200元/人，却未动工
20,0,1,1,A7县东八线电力公园什么时候能建好
18,0,2,5.0,A市中建梅溪湖中心二期地下车库未做地下排水工程处理
0,0,1,1,A5区赏识培训学校用刚装修的教室给孩子上课
0,0,2,1.0,请求A6区规划局为山与墅近千业主规划东门出行通道
0,0,1,1,A市26路公汽站台标有人才市场站，车却从来不停
0,0,1,1,A4区瑞都豪庭附近以后是否会有地铁站
0,0,1,1,投诉A市九龙领仕汇小区开发商收费不合理
0,0,1,1,A2区公安分局报案受理后，何时才有回复？
0,0,1,1,A7县星沙镇杉仙岭社区KTV天天晚上吵到深夜
0,0,1,1,A市买房居住创业限制条件多
0,0,1,1,A3区楚仪路咸嘉湖路段到重阳路段商铺占道经营卫生极差
2,0,1,1,A3区西地省工商大学附近公交车站存在巨大安全隐患
12,12,1,1,A市百得胜全屋定制个体老板恶意拖欠工资，转移财产
0,2,1,1,A2区中小学校园学生下课后可以向居民开放吗？
0,0,1,1,请A2区城南路派出所帮我讨回欠款
2,2,1,1,A市中一九骏开发商违规变更住宅为商业养老院
0,0,1,1,请求督促A1区政府解决我家居住权
0,0,1,1,A市五家岭的天健城工地施工影响周边
0,0,1,1,A市四方坪旧货市场幼儿园接送时间有问题
0,0,1,1,A7县A5区大道右拐到远大路黑漆漆的，无路灯
0,0,1,1,A3区嘉顺苑小区每栋楼的电梯隔三差五的坏
0,0,1,1,A4区电力局安装电闸影响市民出行
0,0,1,1,A市中航城（保利城）三期12栋有质量问题
4,0,2,51.0,西地省九九富达实业发展集团涉嫌诈骗
0,0,1,1,A7县星通15路公交车非常不准时
0,0,2,2.0,投诉西地省顺安房地产公司拒不承担违约责任
0,0,1,1,咨询A市独居老人的购房资格问题
0,0,1,1,A3区华润橡树湾咔吉堡儿童乐园退场退款要求去指定位置
0,0,1,1,强烈要求A市调整20路公交车晚上停班时间
2,0,1,1,西地省习家管社区服务有限公司巧立合同明目，骗取百姓钱财
0,0,1,1,A7县楚龙街道社区村干部高息借贷不还，百姓讨要无门
0,0,1,1,A市白沙晶城电梯经常发生各种掉楼层情况
0,0,1,1,A市远鑫尚细时隐瞒垃圾站距离居民区很近
0,0,1,1,A4区楚春路“鸟日子”民宿空调外机制止巨大噪音
0,0,1,1,举报A3区A6区坡三里拢25栋110号万囍宾馆涉黄
0,0,1,1,A市天普教育学员正当的退费却被他们克扣！
0,0,3,36.0,A3区雨厂坪镇泉水村村民什么时候能喝上水？
2,0,1,1,A5区嘉兴路道路两侧车辆违停问题严重
0,0,1,1,A市银华电力金电厂退休职工的房改权益被剥夺
0,0,1,1,A市金吉鸟健身会所转卡还需要收费？
2,0,1,1,A市高新线路的取消给在麓谷坐地铁上班的人带来了极大不便
0,0,1,1,西地省明威媒融大数据产业发展有限公司拖欠员工工资
0,0,1,1,西地省财政经济学院以报名名额已满拒绝让学生报名cet-4
0,0,2,174.0,A市广益中学提前开学进行补课
0,0,1,1,A2区F市朝阳烧烤龙湾店老板打伤我，还在逍遥法外
0,0,1,1,西地省集浩铝业有限公司从事铝合金门窗生产，实在是太吵了
0,0,1,1,建议A市广济桥立交桥上加限高横栏
0,0,1,1,A市新天路项目违法乱纪，损害群众利益
0,0,1,1,A3区馨香雅苑8栋有几个业主长期霸凌小区
0,0,1,1,A4区楚家湖路捞刀河刀剪厂宿舍对面施工极其扰民
0,0,1,1,A市石马铺公交站需后移150米或100米，请考虑
0,0,2,1,在A市​办理劳务派遣资质需要满足哪些条件？
0,0,2,65.0,A市地铁工商大学站地铁施工扰民严重
0,0,1,1,A1区德政园社区麻将馆噪音扰民
0,0,1,1,A7县星沙天成大酒店地面停车场有碍行人通行
2,2,2,61.0,A市政府食堂为什么不对外开放了
0,0,1,1,请求A8县市住房保障局根据苏剑晴川府项目的违规行为进行行政处罚
2,2,1,1,改善居民休息和睡眠环境，建议A7县全县禁止鸣笛
0,0,1,1,A5区党员关于转党组织关系的咨询，急！
0,0,1,1,咨询A7县安沙镇拆迁安置事项
6,0,1,1,A9市河旁一枝黄花泛滥
6,0,1,1,A市富绿新村提质改造工程质量太粗糙，项目不兑现
0,0,1,1,A市楚府路高架桥洞井路红星大市场上引桥晩上请不要封闭
0,0,1,1,请求恢复开通A市民公交139区间线路
0,0,1,1,要求A市公安局A3区分局依法追究罗明故意伤害案
0,0,1,1,A9市农村电费突然增加，请求调查
0,0,1,1,A市阳光花园违建使天花板漏水
6,0,1,1,A市丽发新城旁商品交易市场严重影响了家长送孩子们上学
0,0,1,1,投诉A市博长山水香颐开发商违规强制交房
0,0,1,1,想请西地省计算机软件资格考试办公室出具核查证明怎么这么难？
0,0,1,1,希望A市能给底层创业者一个平台
0,0,1,1,投诉A市尚公馆物业限制业主购水
0,0,1,1,A5区新城新界世小区至今未成立业委会
0,0,1,1,A8县东站南站无直达公交，极为不便！
0,0,2,104.0,A市洋华机电设备制造公司拖欠小微商户货款
0,0,1,1,请依法处理好A7县星沙商业乐园的历史遗留问题
0,4,1,1,A市先导共享汽车爆胎，告知要我赔偿钢圈费
0,0,1,1,A1区恒大江湾二期工地长期在晚上施工扰民
0,0,1,1,A7县恒大翡翠华庭西面地通出入口有很多车违章
6,0,1,1,A市星沙中茂城恶意拖欠血汗钱，拒不退款
0,0,1,1,咨询A市楚华宾馆改建的问题
10,0,1,1,A市丽发新城三期违建是否会影响交房
16,0,1,1,A市五江国际商业广场的进展如何了
0,0,1,1,反映A9市集里街道办唐家园村新桥组的液化汽检测厂排放废气问题
0,0,1,1,请求整治A2区荣盛花语书苑群违规租房现象
0,0,1,1,举报A4区东风路街道拆迁办工作人员非法侵吞拆迁补偿款
2,0,1,1,请加大对A7县黄兴镇地下六合彩的打击力度
0,0,2,3.0,建议A市增建楚江历史走廊，打造A市必游景观
8,0,2,8.0,请问A市暮坪大桥什么时候开工建设？
0,0,1,1,A8县市流沙河镇大田方村农田直补等诸多问题（续）
0,0,1,1,请打开A4区潮宗街宏金花园与中山宿舍之间的围墙，清除垃圾
0,0,1,1,A1区鑫苑A1区鑫家楼盘严重质价不符
0,0,1,1,咨询A9市收养孩子的上户问题
16,2,1,1,反映A7县多盘长时间捂盘等问题
0,0,1,1,A市韶峰星苑小区居民被A1区路上的大货车吵得无法入睡
16,0,1,1,请A市加快申报国家中心城市的建设
0,0,1,1,A市人社局是否有职业培训的项目？
0,0,1,1,A1区才子佳郡附近工地夜间施工，噪音太大了
0,0,1,1,请整治A1区荷花园街道老屋园路的停车乱象
0,8,1,1,呼吁停止在A7县泉塘街道小塘路设置110kv变电站
0,0,1,1,在A市入党需要家属政审材料问题的咨询
0,0,1,1,建议A6区建旅游区
0,0,1,1,A3区谷苑路与A市绕城高速交汇桥下积
0,0,2,1,A市涉外经济学院寒假过年期间组织学生去工厂工作
0,0,1,1,A3区潇楚南路洋湖段怎么还没修好？
0,0,1,1,请解决A2区坡子街办事处居民房屋居住问题
0,0,1,1,请A市加快流动摊位试点
0,0,1,1,A市公交车273的线路怎么改了？
2,0,1,1,A市星沙大道和开元路路口需要优化
0,0,1,1,投诉A4区发旺食品有限公司拖欠工资
0,0,1,1,A2区A1区南路每晚都有大货车飞驰鸣笛
0,0,1,1,请按时清理A5区长安郡小区的生活垃圾
0,0,1,1,A市A1区路和楚江中路违停现象无人管理
4,0,2,38.0,A3区望麓桥公交站台附近丁字路口的红绿灯设计不合理
0,0,1,1,A5区左家塘街道办事处不按规定执行上级文件要求
0,0,1,1,A市梅庭雅苑小区隔壁施工队半夜施工扰民
2,0,1,1,A市恒大御景天下收房强收一年物业费是否霸王条款？
0,0,1,1,咨询小孩城乡居民医保政策
0,0,1,1,投诉A2区柠檬丽都小区支取维修资金
2,0,1,1,A7县公安局交警大队车辆管理所服务窗口设计不合理
0,0,1,1,A市千江锦园小区业主等了10年了，还没收房
4,0,1,1,A市移动宽带胡乱收取安装费用
0,0,1,1,A市中冶中央公园16栋业主占用公摊
4,0,1,1,A市810路公交高峰运力严重不足
0,0,1,1,请对A1区华年世嘉酒店及其保安队长立案调查
0,0,1,1,投诉西地省科技职业学院录错我的身份证号，导致我的毕业证无效
0,0,1,1,A市A1区南路木莲路口公交不便
12,0,2,137.0,A7县江背镇自来水为何停了
2,0,1,1,A4区双拥路口一家高记烧烤店长期占用人行道经营
0,0,2,1,希望西地省把抗癌药品纳入医保范围
0,0,1,1,A7县行政执法局榔梨分局一主任拖延不协商处理问题
0,0,1,1,实名举报A市楚雅二医院鉴定中心作虚假鉴定
0,0,1,1,投诉西地省A8县服务区高速交警乱执法
0,0,1,1,A4区藏珑湖上国际花园有传媒公司聚集大量人员在住宅办公，且无证经营
2,0,1,1,盼查A7县外卖商家的食品卫生
0,2,1,1,A3区城管称餐饮油烟管道必须装一楼公共天井，请出示审批手续
0,0,1,1,A7县松雅湖东部湖中塑木走廊大部分都松动了
0,0,1,1,A7县星沙区开元西路楚绣城B7栋垃圾站让居民深受其害
0,0,1,1,A1区建楚路曼哈顿大厦905房鹿屿剧本杀推理馆扰民
0,0,1,1,A7县博雅卫生中专元旦法定假期不放假
0,0,1,1,A3区学士街道象醉路梯都家园长时间无水用
8,0,1,1,A市“江千锦园”团购户维权
0,0,1,1,反映A8县江山美景楼盘问题
0,0,1,1,A2区泰华一村小区第四届非法业委会涉嫌侵占小区业主公共资金
0,0,1,1,A4区城管纵容圣爵菲斯别墅业主违章建设
8,4,1,1,A7县果园镇私企辛苦打拼十年，因环保政策被迫停产
0,0,1,1,A1区识字里小区有车乱停乱放
0,0,1,1,A3区应加强景秀路流动活禽销售管理
0,0,1,1,A市房产不动产权证未满四年不可以交易合理吗
50,0,1,1,西地省58车贷立案近半年毫无进展，单位回复让人心寒
14,0,1,1,西地省第一师范后勤处长住别墅，争夺业委会主任
2,0,1,1,A7县梅花汽车厂油漆车间污染环境
0,0,1,1,A3区含浦镇九丰村有人破坏水土环境
0,0,1,1,反映A市城市建设开发公司中层干部问题
0,0,1,1,A4区第一湾小区物业强行断电
0,0,1,1,华融楚江银行信用卡违法高额收息，冻结储蓄卡
0,0,1,1,A2区通用时代小区居民希望尽快完成水改
0,0,1,1,西地省巴泥公社装饰公司违约
0,0,2,310.0,希望A市能统一货车超载超限问题
0,0,1,1,A3区大学城曙光泊岸六栋每天都有人弹琴到很晚，很吵
16,0,1,1,常益高速复线何时可以动工？
0,0,1,1,A3区梅溪湖创新中心违规建食堂
0,0,1,1,A6区润和又一城九栋有人在楼内开餐厅
0,2,1,1,A1区A9市河畔小区物业很差
0,0,1,1,A市理工大学军训强迫设计新生抄写《项羽本纪》
0,0,1,1,A1区新安社区八组村民承包的鱼塘被施工方挖开口子，导致鱼都跑了
0,0,1,1,再次反映A4区珠江花园酒店夜间噪音扰民的问题
0,0,1,1,A7县碧桂园星城首府精装变“惊装”
0,0,1,1,A市龙威安保服务公司不给员工买社保
0,0,1,1,外地的老人投靠A市子女如何养老
4,0,1,1,咨询A市住房资格的相关问题
2,0,1,1,A市好百年家具广场利亚斯家具涉嫌欺骗消费者
6,0,1,1,A7县星沙丁家岭安置区5栋对面一麻将馆通宵扰民
0,0,1,1,咨询A市军转安置问题
0,0,1,1,A市A1区北路由捞刀河大桥南到金霞苑红灯太久了
14,0,1,1,请加快A市园博园建设力度
0,0,1,1,A市香江商贸物流城欺诈销售商铺！
0,0,1,1,A5区黎托村60号令老安置小区和粟塘小区小孩读书不方便
2,0,1,1,A7县星沙二手市场云车金融公司是否存在违规操作？
0,0,1,1,A3区锑都家园小区前期物业公司涉嫌盗用房屋维修基金
0,0,1,1,A市公交121路能否延长末班车时间？
0,0,1,1,A6区润和之悦小区水电等问题不断
2,0,1,1,投诉A市保险职业学院校园一卡通捆绑消费联通卡
0,0,1,1,西地省儿童医院停车太不方便了
0,0,1,1,反映A市扬帆小区夜宵油烟扰民、电线乱搭等问题
0,0,2,70.0,A3区麓枫和苑南门唐家洲路段渣土车夜间噪音很刺耳
4,0,1,1,A7县星工场住友橡胶排放大量恶心刺鼻气味
0,4,1,1,建议A市交警搬迁麓谷科目三考场
0,0,2,35.0,A7县星沙三区有夜宵摊深夜扰民
0,0,1,1,A市恒大御景半岛三期6栋电梯噪音巨大
8,0,1,1,A7县松雅湖小学噪音扰民严重
4,0,1,1,在星沙为什么收看不到A7县电视台节目？
0,0,1,1,D7县花钱镇畔塘村无联通信号
0,0,2,117.0,为何我的A市人才购房补贴申请不通过？
0,0,1,1,A市优山美地物业不管事
0,0,1,1,A3区青青家园公共消防生命通道架设油烟管道，持续半年扰民
2,0,1,1,中南楚雅医院斜对面黑停车场有一帮人专放外地车的油和电，趁火打劫
0,0,2,3.0,A4区香江高岭国际建材城的房产证怎么就是办不下来
24,4,1,1,投诉A市融创融公馆开发商区别对待业主
0,0,1,1,A市A9市河隧道长期有人夜间飙车，严重影响居民休息
0,0,1,1,反映A5区王家冲和曙光路之间人行绿灯的问题
0,0,1,1,反映关于A6区晟通城有难闻气味，附近企业夜晚偷排问题
0,0,1,1,希望加强对A市楚府大桥东匝道早高峰交通情况的优化引导
4,0,1,1,请A2区法院公正处理“公共区域擅自安装空调外机侵权扰民”一案
4,0,1,1,A7县松雅湖二小汽车流量大，小学生横过马路风险性非常高
0,0,1,1,A4区福元西路珠江花城三期锦里4栋108麻将馆每天经营至深夜
0,0,1,1,投诉A市A5区都市馨园消防通道被占为私人收费停车场
0,0,1,1,请问现在推行居民健康卡可以办吗？
0,0,1,1,A5区圭塘路靠新星小区路口设卡收费
0,0,1,1,反映A4区珠江郦城探香里5栋18楼违法拆除承重墙的问题
0,0,1,1,要求西地省广电移动电视退还收取的180元收视年费
4,0,1,1,A市望月湖小区多年来一直有占道扎灵堂、高音喇叭唱歌现象
2,0,1,1,A4区福元西路祥英春天住宅小区底层住改商噪音严重扰民
0,0,1,1,投诉A市恒泰楚壹府房屋有重大质量问题
0,0,1,1,A市楚江路辅道交通信号灯设置不合规吧
4,0,1,1,A5区M5市百货城附属楼14室小孩想上学，请给个机会
14,0,1,1,质疑A市时代年华小区公示清单的真实性
0,0,1,1,A7县艾美潇楚电梯有安全隐患
4,0,1,1,A5区教育局为何不能公布生源
0,0,1,1,投诉A市保利麓谷林语地铁6号线夜间施工扰民
16,0,1,1,建议A7县机关事务局所管辖的公车司机对外公开招聘
0,0,1,1,A8县市水木天成朝庭小区的用电问题求解决
12,0,1,1,恳请合理安置A4区营盘路六堆子拆迁项目中的下岗职工
0,0,1,1,A3区第一师范安置小区宵夜店深夜扰民
2,0,1,1,对A市n108公交车线路建议
0,0,1,1,A市雅礼中学上课环境差，太热！
0,0,1,1,反映A3区振业城二期车库甲醛严重超标的问题
0,0,1,1,A市全心全速揽投部邮政员涉嫌伪造回执联
0,0,1,1,何时启动A市梅溪湖路人民路过江通道的建设？
4,0,3,1.0,A市鑫远楚府华城二期小区垃圾站臭气熏天、蚊虫横飞
18,18,4,11.0,A5区劳动东路魅力之城小区一楼的夜宵摊严重污染附近的空气，急需处理！
0,0,1,1,A1区工商银行靠近A1区广场1号口的分行半夜施工，噪音巨大！
0,0,1,1,A市人才服务中心人事代理费补缴为何不能网上缴费
0,0,1,1,请A8县市政府妥善解决姜某坚信访事项
0,0,1,1,A市凯达园小区修路，噪音扰民
0,0,1,1,求助！在西地省人民医院就医的一警察急需熊猫血！
2,0,1,1,丽发新城小区旁建搅拌厂严重扰民
0,0,1,1,投诉A市华润置地广场物业乱收消防喷淋改造用水费
0,0,1,1,A5区星城新宇桃花苑小区道路两边都停满了车辆，行人都不方便走
0,0,1,1,关于加强A市户外广告牌管理，防止光污染的建议
0,0,1,1,A市卫生职业学院为何还没搬至A8县新校区
14,0,1,1,A7县星沙镇4区聚鑫大厦区域高楼层供水不足
0,0,1,1,A9市烟花企业什么时候复工生产？
0,0,1,1,A市舒适体游泳健身中心没有卫生许可证
8,0,2,41.0,请问A市加快公共场所禁烟有何具体行动？
0,0,2,1.0,A7县阳光睿智幼儿园违规在屋顶搭建活动板房
2,2,1,1,A2区楚府东苑消防通道封闭
0,0,1,1,A市太平街南门附近有摊贩长期顽固占地摆摊经验
0,0,1,1,A市楚聚公寓的房产证何时能办？
0,0,1,1,西地省A市联通无故停机，运营商不处理
0,0,2,184.0,A2区桂花坪街道君尚嘉筑小区地下车库的僵尸车谁管管啊
0,0,1,1,西地省汽车制造有限责任公司A市分公司年组装4万台重卡建设项目的建议
12,0,1,1,建议A7县X213公交等公交在荣盛花语城与星联线首末站中间增设一站
0,0,1,1,A市红花坡杨铭园小区A803私自把住房改成多套住房出租
2,0,1,1,A市明日传媒中介收了钱不办事，感觉我被套路了
6,0,1,1,A市中南大学楚雅医院停车收六块钱一个小时，合理吗？
0,0,1,1,反映A市黄花机场谷塘村雷达站噪音扰民的问题
8,0,1,1,建议取消A7县盼盼路（东六路至东四路段）的三条人行道
0,0,1,1,A市广济桥步步高超市前电动车占道问题严重
0,0,1,1,A9市以太国际金融诈骗一事怎样才能立案？
6,0,1,1,请问A7县特立西路以南、雷公岭路以西等地段山体的规划是什么？
0,0,1,1,A市火车站冬天候车室的温度和室外温度差不多
2,0,1,1,投诉A市新城国际花都五期的混凝土不合格
0,0,1,1,西地省加家车位不动产管理咨询公司车位违反合同法
2,0,1,1,A市点冰电器有限公司卖坏的海尔净水器却不同意退换货
0,0,1,1,A市A1区路和五一大道交叉口无红绿灯，人车混流现象严重
0,0,1,1,A2区南湖路水利水电机械施工公司小区环境脏乱差！
2,0,1,1,西地省惠伏天下工作人员涉嫌诈骗
32,0,1,1,建议A7县在漓楚路和东六路交汇处建地下通道或人行天桥
0,0,1,1,新房在A6区雷峰政务超市交物业维修金为何只能用A市银行的卡？
0,0,1,1,A5区新建东路白沙啤酒公寓停水超过一个星期，没人管！
0,0,1,1,A市金桥国际大市场有没有地铁规划？
0,0,1,1,反映A市长郡A1区实验中学素质教育问题
0,0,1,1,投诉A2区袁岭家佳兆业施工扰民
8,2,1,1,希望A市地铁1号线涂家冲站2号出口尽快建设开通
4,6,1,1,A7县松雅湖设计有问题，婴儿车不方便出入
0,0,1,1,A市205路公交连续10天不按时发车
0,0,1,1,希望调整A市东来苑二合一住宅转让必须要2个购房指标的政策
0,0,1,1,在A3区梅溪湖派出所落户怎么这么久
0,0,1,1,请问西地省机动车驾驶员培训公众服务平台什么时候开通？
0,0,1,1,洪峰过境，希望A市加大防汛抗洪力度
0,0,1,1,A3区八阁湾河鱼馆前有车辆占道停车
0,0,1,1,A市A6区中粮鸿云小区10-13栋03.06户型入户门被遮挡
0,0,1,1,A市部分公交站站牌线路信息缺失，带乘客带来不便
0,0,1,1,A市民是按区域位置划分的吗？
0,0,1,1,A4区洪西小区34栋西头水果店从早到晚高音喇叭叫卖
0,0,1,1,投诉A8县肢体残疾人婚前财产被妻子侵占全部卷走51万一案
0,0,2,18.0,反映A3区保利西海岸小区幼儿园的问题
0,0,1,1,A6区雷峰大道废旧市场C1栋住户已经无法正常用水2月有余
0,0,1,1,A市北辰三角洲E4区4栋住宅楼居然有十多家酒店在营业
0,0,1,1,A8县市白马桥街道坑坑洼洼的龙江路严重影响居民生活多年
0,0,1,1,A3区公园里小区原物业不交接也不管理
0,0,2,2.0,A2区暮云街道西湖小区的垃圾谁来管？
0,0,1,1,A3区浪琴湾小区附近车辆的违停现象十分严重
0,0,1,1,请有关部门调查A市倒卖建筑公司的相关问题
0,0,1,1,A市雅园小区C栋电梯都坏了半年了
0,0,1,1,A市五矿万境K9县负一楼面积缩水
0,0,1,1,A7县物管新规下的业委会备案机关是谁？
0,0,1,1,反映A4区旺德府凯悦国际出行难问题
0,0,1,1,A市雅居乐花园房屋外墙有渗水问题
6,0,1,1,A市曙光中路家润多停车场附近路段路幅窄，车流大
0,0,1,1,A5区木莲路与圭香路口的人行道到处都是违停车辆
0,0,1,1,投诉A2区浦沅水竹街层上观邸1栋水果店违建
0,0,1,1,A8县目前施行的“半边户”政策对在编人员有政策歧视，不合理！
0,0,1,1,A市银行网上服务控件升级导致无法使用
4,4,2,1,J4县供销合作社在岗失业职工追缴社保
0,0,1,1,A市英蓝中等职业学校1823班主任随意乱收费
0,0,1,1,请A市交通管理部门人性化管理旅游客车包车牌
0,0,2,1.0,A市能否恢复八一路等市区主道的自行车专道
0,0,1,1,咨询A市住宅楼开餐饮服务的相关问题
0,0,1,1,请解决A7县黄兴镇蓝田新村农村用水问题
0,0,1,1,A1区东屯渡街道扬帆小区夜宵噪音很大
0,0,1,1,强烈质疑A5区交警大队在未交付使用道路上的抄牌行为
2,0,1,1,A2区山水嘉园住户私开麻将馆，聚众赌博噪音扰民
0,2,1,1,A市香樟路与万家丽路交界处公交老占用右转车道，导致堵车
